start	end	text
2234176	2248822	This is the average range here, but we have sampled lactate or lactate levels or lactate threshold in the United States Olympic development team, like the runners, and some of them are in the low 90s, like 92%.
2251770	2257035	And so what they are trying to do is they're trying to push this threshold as far to the right as possible.
2257776	2262320	So this blue line would be trained individuals and the red line would be the untrained individuals.
2263301	2274251	So they're trying to push this as far to the right as possible so they can maintain this flat lactate concentration for higher intensities.
2279465	2293731	Okay, so hopefully you're okay with this concept and the next question in the back of your mind might be like, okay, well, this is nice to see that we have this flat piece, but what's actually causing the increase in this lactate concentration?
2295692	2298593	Here are some potential mechanisms to explain the lactate threshold.
2300414	2302895	One would be low muscle glycogen.
2304336	2306517	I'm gonna try to emphasize as best as I can.
2307660	2309641	This is not well accepted.
2311322	2318466	There are probably only a few people out there as far as like exercise physiologists that actually believe this is true.
2319707	2327731	The reason why it's still here on this chart though is because some people still have this idea that it's due to low muscle oxygen.
2327751	2329532	And we'll get into that in just a little bit.
2331740	2334022	The next would be accelerated glycolysis.
2334583	2342649	No surprise if I'm creating more pyruvate while I'm increasing the chances that pyruvate's gonna bump into that enzyme and get converted to lactate.
2343430	2344510	Seems reasonable to me.
2345231	2350015	Recruitment of fast-twitch fibers, that also seems reasonable to me.
2350815	2360083	But that doesn't necessarily tell me whether, all these are telling me is that I'm increasing in the lactate production.
2362470	2368333	What we need to kind of keep in the back of our mind is, our body actually uptakes lactate.
2370193	2378317	If we just had these three pieces here, then we wouldn't see this one.
2380018	2387821	Because at every single one of these intensities here, especially for the train one, glycolysis is increasing at every single one of these points.
2388758	2390739	And you are recruiting more fast-twitch fibers.
2391259	2392859	So you are producing more lactate.
2393760	2396961	But you're still not getting an increase in lactate concentration here.
2400242	2405664	And so what we need to keep in the back of our mind is that we actually remove lactate from the blood.
2406744	2409686	And another piece could be a reduced rate of lactate removal.
2412106	2416268	If you take all of this as kind of in total,
2418217	2421139	This is the take home message that you should probably look at.
2422681	2434830	Blood lactate concentration is just this formula of rate of appearance minus the rate of disappearance or the rate of removal.
2436412	2438393	How much are you putting into the blood?
2439234	2440955	And then how much are you taking out?
2442577	2445339	At these lower intensities, you're almost at like zero.
2447985	2453267	So that's the biggest thing we need to kind of keep in mind of what's causing the lactate threshold.
2454908	2461291	I don't know specifically if I'm removing less or just producing more.
2462912	2477458	So if you think of like a bucket of water and I turn on a faucet to fill up the bucket and then I poke a hole in the bottom, well if I match the rate that the bucket is losing water with the faucet, the water level should not change.
2478833	2482155	But if I turn on the faucet more, yeah, you're gonna get an accumulation of that water.
2483196	2490601	Or instead of turning on the faucet and just leave the faucet at the same rate, I make the hole a little bit bigger or smaller, that will change the water level.
2491401	2499086	So I don't know, we don't know as researchers if it's the rate of removal versus the rate of production.
2502328	2505090	And it does depend on the individual as well as the type of exercise.
2506869	2511712	All we know is it's this kind of rate of removal versus the rate of appearance.
2516636	2520218	We don't need to break out into a group, but this is kind of just a fun thing.
2520298	2522940	How do we actually get this?
2523401	2527143	How do we measure blood lactate levels over time during graded exercise tests?
2527624	2530586	Maybe some of you have already done it, but any ideas?
2533808	2533928	Yeah.
2535553	2536874	Yeah, you do a little finger stick.
2537655	2541498	Sometimes you can actually poke the back of the earlobe.
2542299	2543480	That one's a little bit easier.
2543520	2545322	And some people are like, oh, I don't know if I like that.
2545362	2551087	But for cycling, if your hands are on the handlebars, well, it's a little bit easier to access the ear.
2553128	2557052	For running, typically we have them kind of put their hand out on the treadmill.
2557532	2558313	We just poke the finger.
2562503	2568907	The nice thing about this is if I can get someone's lactate threshold, we can do some pretty cool stuff.
2568987	2572149	We can predict endurance performance pretty well.
2573630	2583916	We do need to combine this with running economy and some of the better predictions also include things like kinetics, critical power, as well as VO2 max.
2585557	2588879	The other nice thing would be we can plan some training programs.
2590413	2601539	If the idea is let's push the lactate threshold to the right as far as possible, well then we need to spend the most amount of our training inside of that lactate threshold range.
2601699	2608983	So a little bit above, maybe right at it to try to push that curve and stress the body to get it to move to the right.
2613857	2619600	You'll be working with this formula in lab, so I won't spend too much time with this.
2620460	2635446	But essentially, your 10K race time does a really good job for your ability to run 10 kilometers is very closely linked to where your lactate threshold occurs as far as pacing.
2636547	2639048	So we can then predict performance in 10K race.
2639108	2641069	We need to determine the lactate threshold.
2642325	2643846	And then we can measure VO2 max.
2645147	2653735	We input these into a different formula that you won't be responsible for, but we can estimate the 10K running time using this formula here.
2659200	2660100	So what does that look like?
2660421	2664543	Okay, well, we'll draw kind of one line over this way on the lactate threshold.
2664583	2673267	So if you have oxygen uptake or intensity on the X axis and then blood lactate on the Y, we draw one line to establish that baseline lactate.
2673807	2676869	And then once we see that systematic rise, we'll draw another line.
2677309	2684553	And wherever those points intersect, we pretty much drop that towards the intensity and we know where their lactate threshold is around.
2685930	2689493	You will not be taking lactate samples in lab.
2690173	2694957	We'll instead use something called the ventilatory threshold, which behaves very similarly.
2696738	2701902	It's not a direct measure of lactate threshold, but it gives us a good idea of where lactate threshold might be around.
2703843	2705585	And then you can plug in these values here.
2706105	2711909	And then for this particular individual, we are predicting them to finish the 10K time in about 48.78 minutes.
2719140	2720122	Any questions on this?
2724329	2725290	All right, nice.
2727394	2732302	So then we get into this next concept about lactate.
2733709	2734269	and fatigue.
2734910	2744854	How many of you have heard that lactate is either some sort of contributor or influencing an individual's to fatigue?
2744894	2748435	So lactate causes fatigue, lactate causes soreness or discomfort, right?
2748455	2750616	We've all probably heard that term before.
2752137	2756299	So then, what could we do then to test this?
2759397	2763360	What's like the most extreme example as to how we could test this?
2765622	2773709	Yeah, you could inject lactate, but then you wouldn't know though that maybe still the lower concentrations are still contributing.
2774809	2781415	What's the extreme way, we can't really do this, but what's the extreme way on the reverse side of that?
2788884	2793665	Yeah, so what if we just eliminated lactate production altogether?
2793685	2796546	Well, that seems pretty nice, right?
2796586	2810569	Because if I eliminate lactate production at all from exercise, then they shouldn't have any type of fatigue, and they shouldn't have the muscle soreness or the burning, right?
2810889	2812850	That seems reasonable, but we can't do that.
2813896	2814456	Or can we?
2814976	2815496	No, we can't.
2815796	2818697	But there is something called McArdle's disease.
2819717	2823738	So McArdle's disease is a very interesting genetic mutation.
2824658	2839021	So there's an error in the muscle glycogen where these individuals cannot synthesize the enzyme glycogen phosphorylase, which means they cannot break down glycogen and glycolysis does not occur.
2840802	2840942	Whoa.
2842292	2849035	That's a tough deal for them, but this gave researchers a pretty interesting idea.
2849755	2856938	What if we check these lactate levels and see what happens during exercise?
2857579	2864422	So here on this top curve, we have blood lactate, and then we have percent of relative VO2 max.
2865702	2872343	The dark or the solid lines are McArdle's patients and the dotted lines are controls, normal healthy controls.
2874504	2884906	As we increase exercise intensity all the way to 100, no surprise that the levels of lactate do not change in these McArdle's patients.
2885846	2888387	But the controls do have a lactate threshold.
2890787	2893188	Nice, at least the experimental model worked.
2894150	2902075	We're seeing no change in lactate in these Mercadil's patients, but we're seeing an exponential increase in lactate concentration in the controls.
2903436	2905777	Well, maybe something else was going on with ventilation.
2905897	2908459	No, they're still having an increase in ventilation.
2908559	2910920	So there's an excess buildup of hydrogen ions.
2911200	2915603	They're undergoing the bicarb buffering system, and they're having some hyperventilation.
2917724	2921447	And they also see the same in controls.
2924623	2933071	But, McCardell's patients, they do not tolerate exercise very well.
2934091	2947924	There's a big issue with these individuals or these patients that the main complaint during any type of exercise activity is the soreness, the burning, and the fatigue.
2950215	2961749	So it's quite interesting that they are experiencing the same issues that we experience albeit at a lower intensity with no lactate.
2963534	2967677	There's also those pieces where we talked about, I think someone had mentioned infusing lactate.
2967977	2972600	Well, if I infuse lactate at a higher concentration, it's not like our whole body starts to burn.
2973060	2978824	And then someone can argue, well, maybe it's because there's a higher lactate concentration inside of the muscle compared to the blood.
2978844	2981305	And that's true, but then you still can't get past this.
2988249	2992132	So then if they can't break down carbohydrate sources, what are they using?
2994553	2996434	to do the exercise or any type of activity.
2998495	2999616	There's only one other option.
3000216	3000956	Fats, right?
3000976	3007159	So not surprisingly, McArdle's patients use more fat as a fuel compared to control subjects during submaximal exercise.
3008060	3010041	However, this is pretty interesting.
3011121	3017644	Despite the rising levels of fatty acids in the blood, McArdle's patients are not able to oxidize more fat.
3018825	3019065	What?
3019085	3020566	What's going on?
3021621	3024904	These poor micartos patients, they're just struggling the whole way through.
3026625	3036333	This introduced this idea of how fats need to burn in the flame of a carbohydrate.
3037254	3042799	So carbohydrate availability limits fat oxidation even during steady state exercise in these patients.
3043459	3047182	The idea is that if you reduce
3048433	3051914	some of the important substrates of the Krebs cycle.
3052094	3060158	So maybe you're not just producing some of the four carbons in a higher quantity when you're burning carbohydrates as opposed to only fats.
3060538	3066340	And you start limiting the ability to produce or run through the Krebs cycle.
3067889	3073511	And so this idea that fats must burn in the flame of carbohydrates came from these researchers.
3074331	3081273	So glycogen is depleted during prolonged high-intensity exercise, and so we're reducing the rate of glycolysis and production of pyruvate.
3081753	3084994	You're also reducing a lot of the Krebs cycle intermediaries.
3085635	3091336	So alpha-ketoglutaric acid might be in high demand, but low availability.
3092037	3096538	And that overall, this idea is you're reducing fat oxidation.
3102445	3114393	This isn't like, there's still a lot of research that needs to go on in this area to really confirm whether this is happening, but the theory seems reasonable.
3117935	3118656	Any questions here?
3120577	3120877	Okay.
3123259	3125080	So then that gets us into another one, right?
3125120	3127742	We're gonna tackle a few things all today.
3129183	3130064	Lactate threshold.
3131137	3133158	We're having trouble burning fat.
3135378	3138639	We're going to talk about this concept called the fat burning zone.
3141820	3143320	There's no right or wrong answer.
3143340	3144521	Well, there is a right or wrong answer.
3144561	3151283	But just answer maybe what you previously thought or what you currently believe now.
3153272	3154574	This is a low stakes question.
3154774	3160502	As you increase exercise intensity, you shift from primarily burning fats to burning carbohydrates.
3161102	3164867	Therefore, to lose the most weight, you should exercise at low intensities.
3165608	3166469	True or false?
3167190	3170455	Feel free to discuss with your classmates and we'll take like a minute.
3236716	3238737	Okay, let's go maybe 30 more seconds.
3238817	3240117	Double check you have an answer in.
3240558	3242498	We're missing I think like 15 clickers here.
3242518	3249581	There we go, five more.
3249601	3264227	Okay, I'll close this down in three, two, one.
3269842	3280187	Okay, I like showing this poll here because it used to be like maybe 70, 30 on this end.
3280827	3285149	So maybe this isn't as much of a myth as once thought.
3285529	3286569	But can I get some ideas?
3287230	3288130	So what are we thinking here?
3288830	3291271	So it's a safe space, it's okay if you put yes or no.
3292172	3292912	Tell me what you're thinking.
3305129	3309376	Yeah, yeah, and where did that come from, I guess, because of this top concept?
3311139	3312181	Yeah, no, I would agree.
3313583	3316589	Any counter arguments to that?
3317808	3337660	if you're trying to use cardio to lose weight, even though the percentages of carbs to fat or calories being burned might be or fats to carbs might be higher at lower intensities, you're going to end up burning more calories regardless at a higher intensity.
3337700	3340582	So you might as well just do higher intensity.
3341392	3343254	Yeah, yeah, no, I like that thought too.
3343314	3355506	So it's basically, even though you're getting a larger contribution from fats at a lower intensity, so a higher percent, if you exercise at a higher intensity, you're getting an increase in total energy expenditure.
3355746	3356867	So I really like that one.
3357788	3361372	But the true piece, you're not alone.
3363424	3367466	How many, this is even in your textbook, how many of you have seen this before?
3368106	3378511	If you want to lose weight, in particular, burn fat, fat burning, you need to stay in the light to very light zone.
3379551	3390456	We need to be in the low intensity to maximize the fat oxidation or the fat burning, which brought us into this fat burning zone myth.
3391456	3392337	Where did they get this?
3393934	3396376	from probably what most of you are thinking right here.
3396956	3410928	If I look at this teal curve, if I wanna burn the most fat as far as a percent here, just looking at this curve, if someone showed me this curve, I would say I need to be at the lowest intensity to burn the most fat.
3413850	3422337	But that's not necessarily what ends up happening because if I am walking around campus for an hour,
3424343	3425563	and I burn 100 calories.
3428124	3435065	Maybe 99% of the calories of the 100 are coming from fat, right?
3435185	3439646	That seems great, but what if I ran or jogged around campus for an hour?
3441126	3453048	Well, now I'm burning maybe 600 calories, and even though I'm only taking 50%, well, that 50% is from a larger piece of a pie, so now I'm burning 300 calories from fat.
3454040	3464963	And so we'll get into this here, where at low intensities, say 20% VO2 max, maybe the total energy expenditure is three kcals per minute.
3466544	3473446	If the R or the RER is 0.8, 67% of the energy is coming from fat.
3474346	3481408	So a higher fat oxidation compared to a carbohydrate oxidation.
3482605	3489509	Let's take some time, not too long, but let's calculate how many kcals are gonna come from fat here.
3489729	3490830	It shouldn't take you too long.
3491551	3494272	And then calculate how many kcals are coming from carbohydrates.
3495313	3496454	So let's spend a couple minutes.
3496974	3501857	It'll be a relatively straightforward calculation here, but let's just do that really fast.
3580075	3581298	Okay, how are we doing with this one?
3581819	3582160	Pretty good?
3582180	3587311	You're just pretty much doing 67% of the total, right?
3588614	3588995	And then, okay.
3591428	3592829	So we're at 20% VO2 max.
3592849	3596490	We'll go over these calculations in a bit, but we're gonna try one more.
3596510	3598491	20% VO2 max, three kcal per minute.
3598991	3606974	If I bump us up to 60% VO2 max, nine kcal per minute, and we get an R of .9, 33% energy from fat.
3607014	3611876	Let's calculate how many kcal per minute are coming from fat and carbohydrates.
3612356	3614017	And these are real numbers here, right?
3614797	3617058	You will all see these numbers yourselves
3618642	3621880	Well, not all of you, but whoever's volunteering to exercise next week.
3661412	3663854	OK, don't worry if you're not there yet.
3664114	3674240	But on that first one, was it like 67% of your carb, 67% of the energy that you just expended are coming from fats.
3674841	3676682	Around how many kcal per minute would that be?
3678902	3679182	Say again?
3679883	3680683	Close to two, right?
3681223	3681464	Yeah.
3681764	3691970	So if you just took this, I know it's not exactly, but yeah, around 67 times 3, we're getting 2 kcals per minute from fat and 1 kcal per minute from carbohydrates.
3692650	3703097	No one's going to argue that this lower intensity had a higher fat oxidation rate from a relative standpoint, the percentage.
3705166	3712888	And then same deal, no one's gonna argue that as you increase exercise intensity, you're gonna have a decrease in the relative contribution from fat.
3713868	3718430	But look at that, three Kcal per minute from fat versus two.
3721971	3723471	Web of lies, right?
3723711	3725852	We've just been fed all these lies, they're all lies.
3726132	3727092	Just kidding, no, it's okay.
3727792	3728832	Why is this happening?
3729833	3734214	Well, if you were to actually plot this at every single exercise intensity,
3735366	3739675	we actually get into something called the maximum fat oxidation rate.
3742072	3745115	There are a lot of athletes that we build these curves for.
3745475	3750980	This is something that athletes do like, and sometimes people who are undergoing any type of exercise training program.
3751740	3768435	We can actually look and see if this here, this on the left y-axis is R, or RER, on the right is the absolute, so grams per minute fat oxidation here on the right y-axis.
3770179	3772701	And then on the bottom here we have exercise intensity.
3774242	3794237	As we increase in exercise intensity, the absolute fat oxidation rate increases up to a certain point where the exercise intensity starts to have such a small contribution from fat that we actually start to decrease in this fat oxidation rate.
3796779	3797459	So I guess the,
3798822	3810912	Moral of the story with this one is, well, there are some exercise intensities that are too high to have a high absolute fat oxidation rate, and some of them are too low.
3813014	3824543	We need to kind of build this curve to find where that maximum fat oxidation rate is to try to capture in how much, or if someone is really trying to burn the most amount of fat.
3829012	3830973	So this is pretty good, right?
3831053	3833914	OK, I need to be maybe around 60%.
3836836	3841598	Interestingly enough, that also occurs very close to one's lactate threshold.
3843238	3852843	So at 60% intensity, you are actually burning the most fat compared to any other intensity in this given example here.
3855804	3856984	All right, so maybe you're thinking, man,
3859799	3870423	Are we really towing the line here between maximum fat oxidation from here to here because we're looking at point three versus point four?
3871643	3876505	Well, yeah, that could add up over multiple sessions as you are exercising.
3877946	3879046	Here's the other part.
3879806	3880727	This is the nice part.
3882347	3886589	Not only do you burn more fat during exercise,
3887828	3891009	that you actually burn more after exercise.
3893170	3903214	So this is the post-exercise resting metabolic rate, RMR, and how it becomes elevated after higher intensity exercise.
3904014	3907095	So we're looking at 80 minutes of high intensity cycling.
3909256	3912957	If I'm looking at different exercise intensity down here, so 30%, 50%, and 75%,
3917872	3924238	And we're looking at, on the right side here, caloric expenditure post exercise.
3925799	3928121	So don't worry too much about this black curve.
3928201	3930483	This is just telling us how long it was elevated.
3931024	3934607	Well, I guess that is pretty nice because that's 10 hours after exercise.
3934667	3943015	But after all of that, just during rest, so they undergo 80 minutes of high intensity exercise,
3944248	3948991	and then you take them off the bike and you lay them and have them quietly rest or sleep.
3950151	3961117	You measure the caloric expenditure during rest and they are burning 151 calories after exercise compared to 7 and 29 at 30 and 50%.
3963919	3970242	When I am resting, what percent would you say I would be utilizing from fat?
3972483	3975444	around, we don't need an exact number, but 100.
3975564	3978466	I'd say like 99.9, but yeah, 100, right?
3978486	3984168	150 of those 151 calories are coming from fat.
3985088	3991051	So not only did you burn more during exercise, but you start burning more after exercise.
3993512	3994612	Whoa, right?
3994632	3995433	That's pretty cool.
3996953	3997954	So why is this happening?
4000705	4006648	Well there's something that we need to look at which is the kind of epoch exercise post-oxygen consumption.
4009129	4015373	Oxygen uptake remains elevated above rest while we are recovering from exercise.
4016994	4022957	That again is called excess post-exercise oxygen consumption
4027402	4037986	So previously termed as oxygen depth, sometimes you'll hear this term, but we don't really use that term for epoch anymore because we put it at the start of exercise basically.
4039207	4043369	This means the O2 consumed is greater than the O2 demand.
4044509	4048191	We have two separate portions that we're gonna talk about here in the next slide.
4048971	4050872	It's the rapid portion and the slow portion, yep.
4058782	4059262	This one right here?
4059863	4063866	Okay.
4065407	4069089	Yeah, but if I, so that's a good question.
4069269	4081178	If I then push this to 90%, you are correct that things start to linger a bit more, but it becomes a little bit more problematic because you might not be able to sustain that exercise for 80 minutes.
4082893	4090274	So as I increase in exercise intensity by default, if I told you to sprint as fast as you can, well, that's probably going to be like 15 seconds.
4090935	4093695	And so you're not going to see this as large of an increase.
4094155	4096496	And that's why that fat oxidation starts to curl down.
4097276	4105537	So if you stay on that max fat oxidation intensity and you maintain that, you'll get kind of the dual benefit during exercise and post exercise.
4105557	4106898	So that would be a combination of the two.
4107098	4108558	Yeah, yeah, yeah, exactly, yeah.
4112937	4115359	Okay, so these are the two parts, right?
4115419	4119542	If we're looking at moderate exercise, so kind of the lower intensity exercise.
4120683	4133253	We talked about this already, where if you jump on a treadmill and start exercising, you don't automatically have a heart rate, ventilation, and oxygen consumption that matches the energy demand.
4134074	4137517	It takes a little bit of time for us to reach steady state.
4139659	4142241	Anything that's shaded on the left of this
4143575	4146776	Well, we had to use what kind of sources to keep us on the treadmill?
4151178	4154539	Yeah, anaerobic or non-oxidative or those immediate energy sources.
4155560	4158341	We had to rely on those to keep us running.
4159001	4161242	And that's why that's deemed like O2 debt.
4161802	4162843	We didn't use oxygen.
4163303	4165744	The demand was much higher than what we actually utilized.
4166824	4168825	Okay, and then we stop exercise at six minutes.
4169995	4172116	And you all have probably experienced this before.
4172376	4177618	Maybe you're running after the bus or you're running late to class or you're just kind of exercising and then you sit down.
4178298	4181940	Well, you don't sit down and automatically your heart rate drops and your ventilation drops.
4182460	4184821	No, it takes a little bit for you to settle down.
4186521	4188162	That's what this piece is here.
4188222	4195685	If I shade this in, you are not doing any work, but you are still consuming oxygen here.
4196772	4200573	This initial slope here is the rapid component.
4201693	4206275	And then once the slope starts to flatten out, that's the slow component.
4209996	4221399	If then I bump you up to a harder exercise intensity, you will see a larger O2 debt and a larger epoch.
4225445	4230389	Here we are almost saying they have reached VO2 max.
4232911	4244200	In order for this individual to sustain the exercise from oxidative phosphorylation, they would need to consume 4.5 liters per minute.
4245601	4249485	For whatever reason, they are unable to do that.
4250626	4252707	And so the maximum oxygen consumption is 3.5.
4254933	4259515	That means they are an O2 deficit all the way up to this 4.5 spot.
4262896	4269038	Once you stop exercise, you can see the dramatic change in epoch.
4270239	4276041	So this one kind of flattened out almost to baseline after, what is that, four minutes after exercise?
4276961	4277822	Whereas this one,
4279102	4287247	we're kind of delaying this all the way out to almost 14 minutes and it didn't even flatten off and this actually extends for quite a long time.
4292470	4301215	And so you can see the rapid component and the slow component are much longer compared to moderate exercise.
4306023	4314971	Though it's not the only contributing factor, a larger O2 debt will result in a larger epoch.
4317033	4329765	So if I draw a larger area under the curve over here or under this line, then that will be, so larger O2 debt, larger epoch.
4330105	4331487	So if I'm just shading this in,
4333132	4339796	If you actually take this area, you take the integral of this and the integral of that, they actually don't equal one to one.
4339816	4340176	So it's not 100%.
4342118	4345600	But if I see a large O2 debt, I know there's going to be a large epoch.
4350002	4351623	So then what are all the factors?
4351984	4354185	Well, here are the factors contributing to epoch.
4356338	4370648	This one over here, restoration of muscle and blood oxygen stores and the resynthesis of phosphocreatine are gonna contribute to the rapid portion of EPOC, whereas the conversion of lactate to glucose as well as all of these others are gonna contribute to the slow component.
4379194	4379995	Any questions here?
4384317	4384618	All right.
4384638	4386763	Well, that's all I have for you.
4386863	4387825	Enjoy your weekend.
4388707	4389209	Have a good one.
